OBJECTID,NAME,OWNTYPE,SUBTYPEFIELD,FEATURECODE,FULLADDR,MUNICIPALITY,STATE,ZIP,CAPTUREMETH,LOCATIONTYPE,AGENCYURL,PHONE,last_edited_date,geometry,ConvertedX,ConvertedY
3655,Saint Anastasia Church,Non Profit,820,House of Worship,624 Douglas Ave,Waukegan,IL,60085-1835,Placed on Map,Building,https://www.stanastasiaparish.org/,(847) 623-2875,1547242798000,"{'x': -87.83900401465762, 'y': 42.376780790991745}",-87.83900401465762,42.376780790991745
3656,Saint Anne Catholic Church,Non Profit,820,House of Worship,120 Ela St,Barrington,IL,60010-3215,Placed on Map,,https://stannebarrington.org/,(847) 382-5300,1547242959000,"{'x': -88.1327057093655, 'y': 42.154839821739735}",-88.1327057093655,42.154839821739735
3657,Saint Bede Catholic Church,Non Profit,820,House of Worship,36455 N Wilson Rd,Ingleside,IL,60041-9609,Placed on Map,Building,http://www.stbedechurch.com/,(847) 587-2251,1547243190000,"{'x': -88.13920646853033, 'y': 42.3936159509719}",-88.13920646853033,42.3936159509719
3658,Saint Francis De Sales Catholic Church,Non Profit,820,House of Worship,135 S Buesching Rd,Lake Zurich,IL,60047-2569,Placed on Map,Building,https://www.stfrancislzparish.org/,(847) 438-6622,1547243401000,"{'x': -88.08368732039231, 'y': 42.19636813822305}",-88.08368732039231,42.19636813822305
3659,Saint Gilbert Catholic Church,Non Profit,820,House of Worship,301 E Belvidere Rd,Grayslake,IL,60030-2442,Placed on Map,Building,http://www.stgilbert.org/,(847) 223-4731,1547243575000,"{'x': -88.04045888424238, 'y': 42.336976216950944}",-88.04045888424238,42.336976216950944
3660,Saint Joseph Catholic Church,Non Profit,820,House of Worship,121 E Maple Ave,Libertyville,IL,60048-2241,Placed on Map,Building,https://www.stjoseph-libertyville.org/,(847) 362-2073,1547243895000,"{'x': -87.95300953614864, 'y': 42.28473307279642}",-87.95300953614864,42.28473307279642
3661,Saint Mark's Episcopal Church,Non Profit,820,House of Worship,337 Ridge Rd,Barrington,IL,60010-2331,Placed on Map,Building,http://st-markschurch.org,(847) 381-0596,1547495408000,"{'x': -88.1987125132741, 'y': 42.17927060149827}",-88.1987125132741,42.17927060149827
3662,Saint Patrick School,Non Profit,820,House of Worship,15000 W Wadsworth Rd,Wadsworth,IL,60083-9502,Placed on Map,Building,https://www.stpatrickwadsworth.org/,(847) 244-4161,1547495582000,"{'x': -87.92404749475745, 'y': 42.42998313444268}",-87.92404749475745,42.42998313444268
3663,St. Peter Catholic Church,Non Profit,820,House of Worship,557 Lake St,Antioch,IL,60002-1200,Placed on Map,Building,http://stpeterantioch.org/,(847) 395-0274,1547495884000,"{'x': -88.1033630149575, 'y': 42.47757628819481}",-88.1033630149575,42.47757628819481
3664,St Mary's Catholic Church,Non Profit,820,House of Worship,175 E Illinois Rd,Lake Forest,IL,60045-1915,Placed on Map,Building,http://www.churchofstmary.org/,(847) 234-0205,1547496060000,"{'x': -87.8432101630748, 'y': 42.24903663007307}",-87.8432101630748,42.24903663007307
3665,Sign of the Dove,Non Profit,820,House of Worship,424 10th St,Waukegan,IL,60085-5062,Placed on Map,Building,https://www.thesignofthedove.org/,(847) 662-1380,1561492681000,"{'x': -87.8361101961744, 'y': 42.34146439716942}",-87.8361101961744,42.34146439716942
3666,Transfiguration Catholic Church,Non Profit,820,House of Worship,316 W Mill St,Wauconda,IL,60084-1832,Placed on Map,Building,http://www.transfigurationwauconda.com/,(847) 526-2400,1547497207000,"{'x': -88.14295813409242, 'y': 42.25728862821796}",-88.14295813409242,42.25728862821796
3667,Seventh-Day Adventist Church,Non Profit,820,House of Worship,2190 Fuller Rd,Gurnee,IL,60031-1910,Placed on Map,Building,https://www.gurneesdachurch.org/,(847) 623-7770,1561492681000,"{'x': -87.92945477065953, 'y': 42.392027456818184}",-87.92945477065953,42.392027456818184
3668,Hope Lutheran Church,Non Profit,820,House of Worship,1660 Checker Rd,Long Grove,IL,60047-5289,Placed on Map,Building,http://www.hopelutheran-elca.org/default.asp?sec_id=180021331,(847) 634-2070,1547501031000,"{'x': -87.98593334826708, 'y': 42.161366948541236}",-87.98593334826708,42.161366948541236
3669,Christ Community Christ,Non Profit,820,House of Worship,2500 Dowie Memorial Dr,Zion,IL,60099,Placed on Map,Building,http://www.ccczion.org/,(847) 746-1411,1551736001000,"{'x': -87.83339414530275, 'y': 42.45050803666047}",-87.83339414530275,42.45050803666047
3670,First Presbyterian Church,Non Profit,820,House of Worship,824 Waukegan Rd,Deerfield,IL,60015,Placed on Map,Building,https://www.firstpresdf.org/,(847) 945-0560,1561574114000,"{'x': -87.84692798730353, 'y': 42.16833868170099}",-87.84692798730353,42.16833868170099
3671,First Presbyterian Church,Non Profit,820,House of Worship,700 Sheridan Rd,Lake Forest,IL,60045,Placed on Map,Building,https://firstchurchlf.org/,(847) 234-6250,1551735974000,"{'x': -87.83234279751842, 'y': 42.252510266440126}",-87.83234279751842,42.252510266440126
3672,Mount Sinai Baptist Church,Non Profit,820,House of Worship,2401 Argonne Dr,North Chicago,IL,60064,Placed on Map,Building,https://www.facebook.com/Mt-Sinai-Baptist-Church-of-North-Chicago-IL-189016605409/,(847) 689-4422,1576510154000,"{'x': -87.86133668867801, 'y': 42.32471744172612}",-87.86133668867801,42.32471744172612
3673,Congregation Beth Judea,Non Profit,820,House of Worship,5304 Il Route 83,Long Grove,IL,60047,Placed on Map,Building,https://www.bethjudea.org/,(847) 634-0777,1551735963000,"{'x': -87.98858162214886, 'y': 42.190671396856814}",-87.98858162214886,42.190671396856814
3674,Galilee United Methodist Church,Non Profit,820,House of Worship,Bethany United Methodist Church,Highland Park,IL,60035,Placed on Map,Building,,(847) 432-2269,1565026138000,"{'x': -87.80334563289794, 'y': 42.18302849493379}",-87.80334563289794,42.18302849493379
3675,Bethel Lutheran Church,Non Profit,820,House of Worship,5110 Grand Ave,Gurnee,IL,60031,Placed on Map,Building,https://www.bethelgurnee.org/,(847) 244-9647,1551735957000,"{'x': -87.93023831987792, 'y': 42.37619647534633}",-87.93023831987792,42.37619647534633
3676,Congregation B'Nai Tikvah,Non Profit,820,House of Worship,1558 Wilmot Rd,Deerfield,IL,60015,Placed on Map,Building,http://www.bnaitikvah.net/,(847) 945-0470,1551735955000,"{'x': -87.86732320546182, 'y': 42.18146138765608}",-87.86732320546182,42.18146138765608
3677,Deer Park Office Center,Private,720,Commercial or Retail Facility,,Barrington,IL,,Placed on Map,"Unit, Condo, Office or Suite",,,1561579157000,"{'x': -88.05726920098624, 'y': 42.15553978749719}",-88.05726920098624,42.15553978749719
3678,Parkway North,Private,720,Commercial or Retail Facility,,Deerfield,IL,,Placed on Map,"Unit, Condo, Office or Suite",,,1561579157000,"{'x': -87.87931040186824, 'y': 42.164263191467015}",-87.87931040186824,42.164263191467015
3679,Pickus-Schwartz Industrial Park,Private,710,Industrial Facility,,Waukegan,IL,60087,Placed on Map,Parcel,,,1561579157000,"{'x': -87.89007622186489, 'y': 42.391230213746184}",-87.89007622186489,42.391230213746184
3680,Allanson Industrial Park,Private,710,Industrial Facility,,Mundelein,IL,60060,Placed on Map,Parcel,,,1561579157000,"{'x': -87.98854168215301, 'y': 42.25789555275367}",-87.98854168215301,42.25789555275367
3681,Lincolnshire Corporate Center,Private,720,Commercial or Retail Facility,,Lincolnshire,IL,60069,,,,,1561579157000,"{'x': -87.93368854586495, 'y': 42.19350548924189}",-87.93368854586495,42.19350548924189
3682,Holy Cross Lutheran Church,Non Profit,820,House of Worship,29700 N St Marys Rd,Libertyville,IL,60048,Placed on Map,Building,https://www.holycrosschurch.org/,(847) 367-4060,1551735952000,"{'x': -87.92623168099713, 'y': 42.29405584024169}",-87.92623168099713,42.29405584024169
3683,Christ United Methodist Church,Non Profit,820,House of Worship,600 Deerfield Rd,Deerfield,IL,60015,Placed on Map,Building,https://www.christumcdeerfield.org/,(847) 945-3040,1551735949000,"{'x': -87.8428117018558, 'y': 42.167718423907225}",-87.8428117018558,42.167718423907225
3684,Church of the Holy Spirit,Non Profit,820,House of Worship,Church of the Holy Spirit,Lake Forest,IL,60045,Placed on Map,Building,https://www.chslf.org/,(847) 234-7633,1551735947000,"{'x': -87.83690197126583, 'y': 42.255291660938155}",-87.83690197126583,42.255291660938155
3685,Sweetwater Crossing,Private,720,Commercial or Retail Facility,,Round Lake Beach,IL,60073,,,,,1561579157000,"{'x': -88.06226305871985, 'y': 42.38776514410891}",-88.06226305871985,42.38776514410891
3686,Lord of Glory Lutheran Church,Non Profit,820,House of Worship,Lord of Glory Lutheran Church,Grayslake,IL,60030,Placed on Map,Building,http://lordofglory.org/,(847) 548-5673,1551735944000,"{'x': -88.05875647692346, 'y': 42.34228524761069}",-88.05875647692346,42.34228524761069
3687,Station Square at Prairie Crossing,Private,720,Commercial or Retail Facility,,Grayslake,IL,60030,,,,,1561579157000,"{'x': -88.01430103641853, 'y': 42.32135073394675}",-88.01430103641853,42.32135073394675
3688,Mt Zion Missionary Baptist Church,Non Profit,820,House of Worship,,Zion,IL,,Placed on Map,Building,,(847) 872-2148,1561579157000,"{'x': -87.84721511222452, 'y': 42.44068913213071}",-87.84721511222452,42.44068913213071
3689,Corporate Grove,Private,720,Commercial or Retail Facility,,Buffalo Grove,IL,60089,,,,,1551723560000,"{'x': -87.9342750927449, 'y': 42.17207962911924}",-87.9342750927449,42.17207962911924
3690,Mundelein Meadows,Private,720,Shopping Mall / Complex,,Mundelein,IL,60060,Placed on Map,Parcel,,,1561579157000,"{'x': -88.02093305022616, 'y': 42.252938527794576}",-88.02093305022616,42.252938527794576
3691,Busch Grove Professional Center,Private,720,Commercial or Retail Facility,,Buffalo Grove,IL,60089,Placed on Map,Building,,,1561579157000,"{'x': -87.97284654029106, 'y': 42.17123618537313}",-87.97284654029106,42.17123618537313
3692,Trinity Community Church,Non Profit,820,House of Worship,1190 W Winchester Rd,Libertyville,IL,60048,Placed on Map,Building,http://www.trinitylink.com/,(847) 367-8501,1551735938000,"{'x': -87.97289368926708, 'y': 42.29543757237678}",-87.97289368926708,42.29543757237678
3693,Lutheran Church of the Holy Spirit,Non Profit,820,House of Worship,30 Riverwoods Rd,Riverwoods,IL,60069,,,http://www.holyspirit-elca.org/,(847) 945-1550,1551735934000,"{'x': -87.90756408752189, 'y': 42.18658624318295}",-87.90756408752189,42.18658624318295
3694,Saint Andrews Episcopal Church,Non Profit,820,House of Worship,31 Park Ave,Grayslake,IL,60030,Placed on Map,Building,https://www.standrewsgrayslake.org/,(847) 223-2310,1551735930000,"{'x': -88.04340324823168, 'y': 42.342206045237575}",-88.04340324823168,42.342206045237575
3695,Messiah Evangelical Lutheran Church,Non Profit,820,House of Worship,25225 W Ivanhoe Rd,Wauconda,IL,60084,Placed on Map,Building,http://messiah-wauconda.org/,(847) 526-7161,1551735927000,"{'x': -88.12469209383738, 'y': 42.24715727317108}",-88.12469209383738,42.24715727317108
3696,Millburn Congregational Church,Non Profit,820,House of Worship,19073 W Grass Lake Rd,Lake Villa,IL,60046,Placed on Map,Building,http://www.millburnchurch.org/,(847) 356-5237,1551735923000,"{'x': -88.00411016694979, 'y': 42.42584860667601}",-88.00411016694979,42.42584860667601
3697,River Run Plaza,Private,720,Shopping Mall / Complex,,Deerfield,IL,60015,Placed on Map,Building,,,1561579157000,"{'x': -87.92059644771022, 'y': 42.16177635394144}",-87.92059644771022,42.16177635394144
3698,Highland Park Presbyterian Church,Non Profit,820,House of Worship,330 Laurel Ave,Highland Park,IL,60035,Placed on Map,Building,http://www.hppcil.org/,(847) 432-1695,1551735921000,"{'x': -87.79338119996625, 'y': 42.18589231998356}",-87.79338119996625,42.18589231998356
3699,Moriah Congregation,Non Profit,820,House of Worship,200 Taub Dr,Deerfield,IL,60015,Placed on Map,Building,http://moriahcong.org/wordpress/,(847) 948-5340,1585745923000,"{'x': -87.82962423855051, 'y': 42.156307588450325}",-87.82962423855051,42.156307588450325
3700,Ivanhoe Congregational Church,Non Profit,820,House of Worship,21078 IL Route 176,Mundelein,IL,60060,Placed on Map,Building,,,1561579157000,"{'x': -88.04471742510187, 'y': 42.277410858803904}",-88.04471742510187,42.277410858803904
3701,North Suburban Synagogue,Non Profit,820,House of Worship,1175 Sheridan Rd,Highland Park,IL,60035,Placed on Map,Building,https://www.nssbethel.org/,(847) 432-8900,1551736726000,"{'x': -87.77706585045236, 'y': 42.1745827758074}",-87.77706585045236,42.1745827758074
3702,Red Top Plaza,Private,720,Shopping Mall / Complex,,Libertyville,IL,60048,Placed on Map,Building,,,1561579157000,"{'x': -87.9466022880116, 'y': 42.26124808909102}",-87.9466022880116,42.26124808909102
3703,Waterford Commons,Private,720,Shopping Mall / Complex,,Lake Villa,IL,60046,,,,,1561579157000,"{'x': -88.02268681408735, 'y': 42.43139984584986}",-88.02268681408735,42.43139984584986
3704,Northwind Business Center,Private,720,Shopping Mall / Complex,,Libertyville,IL,60048,Placed on Map,Building,,,1561579157000,"{'x': -88.00156924533772, 'y': 42.30417898220686}",-88.00156924533772,42.30417898220686
3705,Shepherd of The Lakes Lutheran,Non Profit,820,House of Worship,285 E Washington St,Grayslake,IL,60030,Placed on Map,Building,https://shepherdofthelakes.org/,(847) 223-4111,1561574114000,"{'x': -88.03931548249761, 'y': 42.35746954097655}",-88.03931548249761,42.35746954097655
3706,Country Faire Plaza,,720,Shopping Mall / Complex,,Grayslake,IL,60030,,,,,1561579157000,"{'x': -88.00262368602161, 'y': 42.340095643879586}",-88.00262368602161,42.340095643879586
3707,Takeda Pharmaceuticals,Private,720,Corporate Headquarters,1 Takeda Pkwy,Deerfield,IL,60015,Placed on Map,Building,,(224) 554-6500,1561579157000,"{'x': -87.87862974747912, 'y': 42.15474952264842}",-87.87862974747912,42.15474952264842
3708,Bradley Road Industrial Park,Private,710,Industrial Facility,,Lake Forest,IL,60045,,,,,1561579157000,"{'x': -87.89819073796232, 'y': 42.27527634544294}",-87.89819073796232,42.27527634544294
3709,North Suburban Special Recreation Association,Non Profit,820,Community / Recreation Center,1221 County Line Road,Highland Park,IL,60035,Placed on Map,Building,https://www.nssra.org/,(847) 432-7950,1576511525000,"{'x': -87.79326272924827, 'y': 42.153625074599944}",-87.79326272924827,42.153625074599944
3710,Waterstone Place,Private,720,Commercial or Retail Facility,,Grayslake,IL,60030,Placed on Map,Building,,,1561579157000,"{'x': -88.0002994461409, 'y': 42.36455811030734}",-88.0002994461409,42.36455811030734
3711,Hawthorn Woods Business Park,Private,720,Shopping Mall / Complex,,Hawthorn Woods,IL,60045,Placed on Map,Building,,,1561579157000,"{'x': -88.06625544942192, 'y': 42.221863586635905}",-88.06625544942192,42.221863586635905
3712,Buffalo Grove Commerce Center,Private,710,Industrial Facility,,Buffalo Grove,IL,60089,Placed on Map,Parcel,,,1561579157000,"{'x': -87.94219662826141, 'y': 42.1581204029001}",-87.94219662826141,42.1581204029001
3713,Trinity Episcopal Church,Non Profit,820,House of Worship,425 Laurel Ave,Highland Park,IL,60035,Placed on Map,Building,http://www.trinitychurchhp.org/,(847) 432-6653,1552080183000,"{'x': -87.7961417722417, 'y': 42.18568668689541}",-87.7961417722417,42.18568668689541
3714,Trinity Evangelical Lutheran Church,Non Profit,820,House of Worship,25519 W Il Route 134,Ingleside,IL,60041,Placed on Map,Building,http://www.trinityonthehill.org/,(847) 546-2109,1552080758000,"{'x': -88.13079027749924, 'y': 42.366004226442435}",-88.13079027749924,42.366004226442435
3715,Wauconda Shopping Plaza,Private,720,Shopping Mall / Complex,,Wauconda,IL,60048,Placed on Map,Parcel,,,1561579157000,"{'x': -88.14747717290957, 'y': 42.25769724950328}",-88.14747717290957,42.25769724950328
3716,Aspen Pointe,Private,720,Shopping Mall / Complex,,Vernon Hills,IL,60061,Placed on Map,Parcel,,,1561579157000,"{'x': -87.97213468561552, 'y': 42.23991478752802}",-87.97213468561552,42.23991478752802
3717,Walgreens,Private,720,Corporate Headquarters,200 Wilmot Rd,Deerfield,IL,60015,,,https://www.walgreens.com/,,1552082360000,"{'x': -87.870442403165, 'y': 42.15682665616869}",-87.870442403165,42.15682665616869
3718,Waukegan Baptist Bible Church,Non Profit,820,House of Worship,1500 Sunset Ave,Waukegan,IL,60087,Placed on Map,Building,https://www.wbbcministries.org/,(847) 388-8260,1552082509000,"{'x': -87.849651893044, 'y': 42.39249011196989}",-87.849651893044,42.39249011196989
3719,Greater St James Temple Church,Non Profit,820,House of Worship,2131 Wright Ave,North Chicago,IL,60064,Placed on Map,Building,,(224) 473-2900,1558723509000,"{'x': -87.85815685379484, 'y': 42.32014839115149}",-87.85815685379484,42.32014839115149
3720,Saint Paul's Lutheran Church,Non Profit,820,House of Worship,824 N Lewis Ave,Waukegan,IL,60085,Placed on Map,Building,https://www.splcwaukegan.com/,(847) 662-2535,1561574114000,"{'x': -87.85602340260577, 'y': 42.37170094288768}",-87.85602340260577,42.37170094288768
3721,Chevy Chase Business Park East,,710,Industrial Facility,,Buffalo Grove,IL,60089,Placed on Map,Building,,,1585693447000,"{'x': -87.92474706227654, 'y': 42.154121279307034}",-87.92474706227654,42.154121279307034
3722,Greenleaf Center,Private,720,Commercial or Retail Facility,,Gurnee,IL,60031,,,,,1561579157000,"{'x': -87.89842191670573, 'y': 42.35788634250271}",-87.89842191670573,42.35788634250271
3723,Greyhawk Shopping Center,Private,720,Shopping Mall / Complex,,Lake Zurich,IL,60047,Placed on Map,Building,,,1561579157000,"{'x': -88.09464425696567, 'y': 42.18779630928518}",-88.09464425696567,42.18779630928518
3724,The Shoppes of Round Lake,Private,720,Shopping Mall / Complex,,Round Lake,IL,60073,Placed on Map,Building,,,1561579157000,"{'x': -88.11323362155271, 'y': 42.36340230349175}",-88.11323362155271,42.36340230349175
3725,Discover Financial Services,Private,720,Corporate Headquarters,,Riverwoods,IL,60015,Placed on Map,Building,,,1561579157000,"{'x': -87.88737442546017, 'y': 42.15526514621505}",-87.88737442546017,42.15526514621505
3726,North Lake Commons,Private,720,Shopping Mall / Complex,,Lake Zurich,IL,60047,Placed on Map,Building,,,1561579157000,"{'x': -88.11045443528626, 'y': 42.19184754360717}",-88.11045443528626,42.19184754360717
3727,Woodland Commons,Private,720,Shopping Mall / Complex,,Buffalo Grove,IL,60089,,,,,1561579157000,"{'x': -87.96642264996508, 'y': 42.198438257879296}",-87.96642264996508,42.198438257879296
3728,Stonebrook Commons,Private,720,Shopping Mall / Complex,,Gurnee,IL,60031,Placed on Map,Building,,,1561579157000,"{'x': -87.9690109352505, 'y': 42.383655052497375}",-87.9690109352505,42.383655052497375
3729,Polo Park Business Center,Private,720,Commercial or Retail Facility,,Lake Forest,IL,60045,Placed on Map,Building,,,1561579157000,"{'x': -87.90232628867962, 'y': 42.267324159815345}",-87.90232628867962,42.267324159815345
3730,Butterfield Square,Private,720,Shopping Mall / Complex,,Libertyville,IL,60048,,,,,1561579157000,"{'x': -87.98125142422766, 'y': 42.30416394733498}",-87.98125142422766,42.30416394733498
3731,Sunset Corners,Private,720,Shopping Mall / Complex,,Lake Forest,IL,60045,Placed on Map,Building,,,1561579157000,"{'x': -87.8719377783128, 'y': 42.22456268454794}",-87.8719377783128,42.22456268454794
3732,Conway Park at Lake Forest,Private,720,Commercial or Retail Facility,,Lake Forest,IL,60045,Placed on Map,Parcel,,,1561579157000,"{'x': -87.896508865375, 'y': 42.24623307295593}",-87.896508865375,42.24623307295593
3733,Lake Bluff Business Center,Private,720,Commercial or Retail Facility,,Lake Bluff,IL,60044,,,,,1561579157000,"{'x': -87.87352061074174, 'y': 42.27569592502336}",-87.87352061074174,42.27569592502336
3734,1000 Butterfield Road,Private,720,Commercial or Retail Facility,,Vernon Hills,IL,60061,Placed on Map,Building,,,1561579157000,"{'x': -87.97706641227083, 'y': 42.24363214974309}",-87.97706641227083,42.24363214974309
3735,Lincolnshire Business Center,Private,710,Industrial Facility,,Lincolnshire,IL,60069,,,,,1561579157000,"{'x': -87.94533931690925, 'y': 42.18665286345634}",-87.94533931690925,42.18665286345634
3736,Saint Paul Lutheran Church,Non Profit,820,House of Worship,420 Greenwood Dr,Round Lake,IL,60073,Geocoded,Building,,(847) 546-4685,1552330291000,"{'x': -88.08298870598576, 'y': 42.35673300252738}",-88.08298870598576,42.35673300252738
3737,United Methodist Church,Non Profit,820,House of Worship,429 Brainerd Ave,Libertyville,IL,60048,Placed on Map,Building,http://umcl.org/,(847) 362-2112,1552330482000,"{'x': -87.95693051527716, 'y': 42.28666900851869}",-87.95693051527716,42.28666900851869
3738,Saint Mary of the Annunciation,Non Profit,820,House of Worship,22277 W Erhart Rd,Mundelein,IL,60060-9551,Placed on Map,Building,http://stmaryfc.org/,(847) 223-0010,1554127684000,"{'x': -88.07137020601971, 'y': 42.29382335059272}",-88.07137020601971,42.29382335059272
3739,NorthShore Medical Group Gurnee,Private,800,Outpatient Clinic,7900 Rollins Rd Ste 1100,Gurnee,IL,60031,Placed on Map,Building,,(224) 364-2273,1569613437000,"{'x': -87.99659049367393, 'y': 42.38493222503205}",-87.99659049367393,42.38493222503205
3740,Condell Imaging Center,Private,800,Outpatient Clinic,1435 N Hunt Club Rd,Gurnee,IL,60031,Placed on Map,Building,,(847) 599-7365,1569613437000,"{'x': -87.96165469696588, 'y': 42.38170851689411}",-87.96165469696588,42.38170851689411
3741,NorthShore Medical Group Mundelein,Private,800,Outpatient Clinic,1162 W Maple Ave,Mundelein,IL,60060,Placed on Map,Building,,(224) 364-2273,1569613437000,"{'x': -88.02189176284008, 'y': 42.27741157597229}",-88.02189176284008,42.27741157597229
3742,NorthShore Medical Group Lincolnshire,Private,800,Outpatient Clinic,920 Milwaukee Ave Ste 1000,Lincolnshire,IL,60069,Placed on Map,Building,,(224) 364-2273,1569613437000,"{'x': -87.92754603124217, 'y': 42.18369089587094}",-87.92754603124217,42.18369089587094
3743,NCH Immediate Care,Private,800,Outpatient Clinic,15 S Mchenry Rd,Buffalo Grove,IL,60089,Placed on Map,Building,,(847) 459-6100,1569613437000,"{'x': -87.95824922504626, 'y': 42.15385724197402}",-87.95824922504626,42.15385724197402
3744,Northwestern Medicine Immediate Care Vernon Hills,Private,800,Outpatient Clinic,870 N Milwaukee Ave,Vernon Hills,IL,60061,Placed on Map,Building,,(847) 475-2273,1569613437000,"{'x': -87.94545288821567, 'y': 42.241518136977795}",-87.94545288821567,42.241518136977795
3745,Northwest Community Hospital Immediate Care,Private,800,Outpatient Clinic,1201 S Rand Rd,Lake Zurich,IL,60047,Placed on Map,Building,,(847) 540-8088,1569613437000,"{'x': -88.07665124077661, 'y': 42.17655072287501}",-88.07665124077661,42.17655072287501
3746,Rosalind Franklin University Health Clinics,Private,800,Outpatient Clinic,3471 Green Bay Rd,North Chicago,IL,60064,Placed on Map,Building,,(847) 473-4357,1569613437000,"{'x': -87.8577170305469, 'y': 42.2960878592856}",-87.8577170305469,42.2960878592856
3747,Advocate Surgery Center,Private,800,Outpatient Clinic,825 S Milwaukee Ave,Libertyville,IL,60048,Placed on Map,Building,,(847) 367-5157,1569613437000,"{'x': -87.95269619928595, 'y': 42.27356533380477}",-87.95269619928595,42.27356533380477
3748,PromptMed Urgent Care,Private,800,Outpatient Clinic,724 N Green Bay Rd,Waukegan,IL,60085,Placed on Map,Building,,(847) 901-8400,1569613437000,"{'x': -87.88296600788205, 'y': 42.37163617182267}",-87.88296600788205,42.37163617182267
3749,Vista Medical Center Lindenhurst,Private,800,Outpatient Clinic,1050 Red Oak Ln,Lindenhurst,IL,60046,Placed on Map,Building,,(847) 356-4700,1569613437000,"{'x': -88.05656048861756, 'y': 42.41384989683848}",-88.05656048861756,42.41384989683848
3750,Advocate Condell Immediate Care Center,Private,800,Outpatient Clinic,1445 N Hunt Club Rd Ste 101,Gurnee,IL,60031,Placed on Map,Building,,(847) 249-2800,1569613437000,"{'x': -87.96236593719374, 'y': 42.38167451479135}",-87.96236593719374,42.38167451479135
3751,NorthShore Medical Group Lake Bluff,Private,800,Outpatient Clinic,71 Waukegan Rd Ste 700,Lake Bluff,IL,60044,Placed on Map,Building,,(847) 234-8866,1569613437000,"{'x': -87.87486279618416, 'y': 42.27566364890102}",-87.87486279618416,42.27566364890102
3752,Advocate Condell Immediate Care Center,Private,800,Outpatient Clinic,6 E Phillip Rd Ste 1102,Vernon Hills,IL,60061,Placed on Map,Building,,(847) 680-0500,1569613437000,"{'x': -87.96258844988961, 'y': 42.23979318067105}",-87.96258844988961,42.23979318067105
3753,Healthvision Medical Services,Private,800,Outpatient Clinic,15 Tower Ct Ste 210,Gurnee,IL,60031,Placed on Map,Building,,(847) 599-1444,1569613437000,"{'x': -87.89860338717291, 'y': 42.3591011575727}",-87.89860338717291,42.3591011575727
3754,Abode Motel,Private,720,Hotel / Motel,1128 Sheridan Rd,Winthrop Harbor,IL,60096,Placed on Map,Building,,(847) 872-3476,1569613387000,"{'x': -87.82484042040504, 'y': 42.47421001868959}",-87.82484042040504,42.47421001868959
3755,Waukegan Immediate Care,Private,800,Outpatient Clinic,1075 N Green Bay Rd,Waukegan,IL,60085,Placed on Map,Building,,(847) 672-4841,1569613437000,"{'x': -87.8825518396203, 'y': 42.375328599915726}",-87.8825518396203,42.375328599915726
3756,American Inn Motel of Beach Pk,Private,720,Hotel / Motel,39018 N Sheridan Rd,Beach Park,IL,60099,Placed on Map,Building,,(847) 746-2095,1569613387000,"{'x': -87.82622185414054, 'y': 42.42888696090485}",-87.82622185414054,42.42888696090485
3757,Best Western Gurnee,Private,720,Hotel / Motel,5430 Grand Ave,Gurnee,IL,60031,Placed on Map,Building,,(847) 782-0890,1569613387000,"{'x': -87.9371410688442, 'y': 42.379096191760105}",-87.9371410688442,42.379096191760105
3758,Americas Best Value Inn,Private,720,Hotel / Motel,405 W Northwest Hwy,Barrington,IL,60010,Placed on Map,Building,,(847) 381-2640,1569613387000,"{'x': -88.14371820584084, 'y': 42.161227000462496}",-88.14371820584084,42.161227000462496
3759,Belvidere Slumberland Motel,Private,720,Hotel / Motel,3030 Belvidere Rd,Waukegan,IL,60085,Placed on Map,Building,,(847) 623-6830,1569613387000,"{'x': -87.87668832196181, 'y': 42.34937834590257}",-87.87668832196181,42.34937834590257
3760,Americas Best,Private,720,Hotel / Motel,750 S Rand Rd,Lake Zurich,IL,60047,Placed on Map,Building,,(847) 320-6048,1569613387000,"{'x': -88.08964132445105, 'y': 42.18576683763166}",-88.08964132445105,42.18576683763166
3761,Northwestern Lake Forest Hospital,Private,800,Outpatient Clinic,1800 Hollister Dr Ste G10,Libertyville,IL,60048,Placed on Map,Building,,(847) 367-3302,1569613437000,"{'x': -87.94368869940561, 'y': 42.25045050213325}",-87.94368869940561,42.25045050213325
3762,Americas Best Value Inn and Suites,Private,720,Hotel / Motel,411 S Green Bay Rd,Waukegan,IL,60085,Placed on Map,Building,,(847) 244-6100,1569613387000,"{'x': -87.8731309161816, 'y': 42.35280297408393}",-87.8731309161816,42.35280297408393
3763,Best Western Plus Inn and Suites at Market Square,Private,720,Hotel / Motel,2723 Sheridan Rd,Zion,IL,60099,Placed on Map,Building,,(847) 872-4000,1569613387000,"{'x': -87.82518655386043, 'y': 42.444816629421325}",-87.82518655386043,42.444816629421325
3764,Best Western Plus Antioch Hotel and Suites,Private,720,Hotel / Motel,350 W Il Route 173,Antioch,IL,60002,Placed on Map,Building,,(847) 395-3606,1569613387000,"{'x': -88.09597828480699, 'y': 42.47176909900278}",-88.09597828480699,42.47176909900278
3765,Chicago Marriott Suites Deerfield,Private,720,Hotel / Motel,2 Parkway North Blvd,Deerfield,IL,60015,Placed on Map,Building,,(847) 405-9666,1569613387000,"{'x': -87.87764891654628, 'y': 42.16260276102839}",-87.87764891654628,42.16260276102839
